Gene stable ID,Transcript stable ID,Transcript start (bp),Transcript end (bp),Gene name,Transcript count,Gene type,Gene description,Strand
YBR189W,YBR189W_mRNA,604508,605508,RPS9B,1,protein_coding,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S9 and bacterial S4; RPS9B has a paralog, RPS9A, that arose from the whole genome duplication [Source:SGD;Acc:S000000393]",1
YLL051C,YLL051C_mRNA,37333,39471,FRE6,1,protein_coding,Putative ferric reductase with similarity to Fre2p; expression induced by low iron levels [Source:SGD;Acc:S000003974],-1
YLR158C,YLR158C_mRNA,482549,483637,ASP3-3,1,protein_coding,"Cell-wall L-asparaginase II involved in asparagine catabolism; expression induced during nitrogen starvation; ORF contains a short non-coding RNA that enhances expression of full-length gene; likely arose in via horizontal gene transfer from the wine yeast Wickerhamomyces anomalus or a close relative; reference strain S288C has four copies of ASP3; ASP3-3 has a paralog, ASP3-1, that arose from a segmental duplication [Source:SGD;Acc:S000004148]",-1
YNL074C,YNL074C_mRNA,486766,488124,MLF3,1,protein_coding,"Serine-rich protein of unknown function; predicted to be palmitoylated; overproduction suppresses growth inhibition caused by exposure to immunosuppressant leflunomide; MLF3 has a paralog, VHS2, that arose from the whole genome duplication [Source:SGD;Acc:S000005018]",-1
YKL130C,YKL130C_mRNA,195288,196028,SHE2,1,protein_coding,RNA-binding protein that binds specific mRNAs and interacts with She3p; part of the mRNA localization machinery that restricts accumulation of certain proteins to the bud; binds to ER-derived membranes and targets mRNAs to cortical ER [Source:SGD;Acc:S000001613],-1
YNL329C,YNL329C_mRNA,19541,22633,PEX6,1,protein_coding,AAA-peroxin; heterodimerizes with AAA-peroxin Pex1p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol; mutations in human PEX6 can lead to severe peroxisomal disorders and early death [Source:SGD;Acc:S000005273],-1
YKL195W,YKL195W_mRNA,75821,77032,MIA40,1,protein_coding,"Import and assembly protein in mitochondrial intermembrane space; component of MIA pathway which mediates import and oxidative folding of substrates including small proteins containing twin cysteine motifs; acts in concert with Erv1p, which oxidizes the cysteine residues of Mia40p to comprise a disulfide relay system that catalyzes import; also mediates folding of Atp23p via a chaperone-like activity; forms a dimer that binds iron-sulfur cluster in vitro [Source:SGD;Acc:S000001678]",1
YML068W,YML068W_mRNA,137550,138944,ITT1,1,protein_coding,"Protein that modulates the efficiency of translation termination; interacts with translation release factors eRF1 (Sup45p) and eRF3 (Sup35p) in vitro, contains a zinc finger domain characteristic of the TRIAD class of proteins [Source:SGD;Acc:S000004533]",1
YEL049W,YEL049W_mRNA,63728,64090,PAU2,1,protein_coding,Member of the seripauperin multigene family; encoded mainly in subtelomeric region; active during alcoholic fermentation; regulated by anaerobiosis; negatively regulated by oxygen; repressed by heme [Source:SGD;Acc:S000000775],1
YGL150C,YGL150C_mRNA,221104,225573,INO80,1,protein_coding,ATPase and nucleosome spacing factor; subunit of complex containing actin and actin-related proteins that has chromatin remodeling activity and 3' to 5' DNA helicase activity in vitro; promotes nucleosome shifts in the 3 prime direction; has a role in modulating stress gene transcription [Source:SGD;Acc:S000003118],-1
YDR172W,YDR172W_mRNA,808324,810381,SUP35,1,protein_coding,"Translation termination factor eRF3; has a role in mRNA deadenylation and decay; altered protein conformation creates the [PSI(+)] prion that modifies cellular fitness, alters translational fidelity by affecting reading frame selection, and results in a nonsense suppressor phenotype; many stress-response genes are repressed in the presence of [PSI(+)] [Source:SGD;Acc:S000002579]",1
YKL206C,YKL206C_mRNA,49006,49809,ADD66,1,protein_coding,Protein involved in 20S proteasome assembly; forms a heterodimer with Pba1p that binds to proteasome precursors; interaction with Pba1p-Add66p may affect function of the mature proteasome and its role in maintaining respiratory metabolism; similar to human PAC2 constituent of the PAC1-PAC2 complex involved in proteasome assembly [Source:SGD;Acc:S000001689],-1
YOR134W,YOR134W_mRNA,578564,579793,BAG7,1,protein_coding,"Rho GTPase activating protein (RhoGAP); stimulates the intrinsic GTPase activity of Rho1p, which plays a bud growth by regulating actin cytoskeleton organization and cell wall biosynthesis, resulting in the downregulation of Rho1p; structurally and functionally related to Sac7p; BAG7 has a paralog, SAC7, that arose from the whole genome duplication [Source:SGD;Acc:S000005660]",1
YGR203W,YGR203W_mRNA,905237,905683,YCH1,1,protein_coding,Phosphatase with sequence similarity to Cdc25p; Arr2p and Mih1p; member of the single-domain rhodanese homology superfamily; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus [Source:SGD;Acc:S000003435],1
YPL220W,YPL220W_mRNA,135790,136443,RPL1A,1,protein_coding,"Ribosomal 60S subunit protein L1A; N-terminally acetylated; homologous to mammalian ribosomal protein L10A and bacterial L1; RPL1A has a paralog, RPL1B, that arose from the whole genome duplication; rpl1a rpl1b double null mutation is lethal [Source:SGD;Acc:S000006141]",1
YMR257C,YMR257C_mRNA,779629,782031,PET111,1,protein_coding,Mitochondrial translational activator specific for the COX2 mRNA; located in the mitochondrial inner membrane [Source:SGD;Acc:S000004870],-1
YGL127C,YGL127C_mRNA,270392,270775,SOH1,1,protein_coding,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; involved in telomere maintenance; conserved with other metazoan MED31 subunits [Source:SGD;Acc:S000003095],-1
YOR078W,YOR078W_mRNA,472725,473369,BUD21,1,protein_coding,Component of small ribosomal subunit (SSU) processosome; this complex contains U3 snoRNA; required at post-transcriptional step for efficient retrotransposition; absence results in decreased Ty1 Gag:GFP protein levels; originally isolated as bud-site selection mutant that displays a random budding pattern [Source:SGD;Acc:S000005604],1
YER037W,YER037W_mRNA,225889,226854,PHM8,1,protein_coding,"Lysophosphatidic acid (LPA) phosphatase, nucleotidase; principle and physiological nucleotidase working on GMP, UMP and CMP; involved in LPA hydrolysis in response to phosphate starvation and ribose salvage pathway; phosphatase activity is soluble and Mg2+ dependent; expression is induced by low phosphate levels and by inactivation of Pho85p; repressed by Gcn4p under normal conditions; PHM8 has a paralog, SDT1, that arose from the whole genome duplication [Source:SGD;Acc:S000000839]",1
YJR160C,YJR160C_mRNA,738008,739816,MPH3,1,protein_coding,"Alpha-glucoside permease; transports maltose, maltotriose, alpha-methylglucoside, and turanose; identical to Mph2p; encoded in a subtelomeric position in a region likely to have undergone duplication [Source:SGD;Acc:S000003921]",-1
YPL176C,YPL176C_mRNA,216012,218363,TRE1,1,protein_coding,"Transferrin receptor-like protein; plasma membrane protein that binds Bsd2p and regulates ubiquitination and vacuolar degradation of the metal transporter Smf1p; functionally redundant with Tre2p; TRE1 has a paralog, TRE2, that arose from the whole genome duplication [Source:SGD;Acc:S000006097]",-1
YMR221C,YMR221C_mRNA,713931,715445,FMP42,1,protein_coding,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; physical interaction with Atg27p suggests a possible role in autophagy [Source:SGD;Acc:S000004834]",-1
YJR057W,YJR057W_mRNA,544062,544712,CDC8,1,protein_coding,Thymidylate and uridylate kinase; functions in de novo biosynthesis of pyrimidine deoxyribonucleotides; converts dTMP to dTDP and dUMP to dUTP; essential for mitotic and meiotic DNA replication; homologous to S. pombe tmp1; human homolog DTYMK can complement yeast cdc8 null mutant [Source:SGD;Acc:S000003818],1
YOL109W,YOL109W_mRNA,110297,110638,ZEO1,1,protein_coding,Peripheral membrane protein of the plasma membrane; interacts with Mid2p; regulates the cell integrity pathway mediated by Pkc1p and Slt2p; the authentic protein is detected in a phosphorylated state in highly purified mitochondria [Source:SGD;Acc:S000005469],1
YPR070W,YPR070W_mRNA,685898,687598,MED1,1,protein_coding,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation [Source:SGD;Acc:S000006274],1
YGR202C,YGR202C_mRNA,903474,904748,PCT1,1,protein_coding,"Cholinephosphate cytidylyltransferase; a rate-determining enzyme of the CDP-choline pathway for phosphatidylcholine synthesis, inhibited by Sec14p, activated upon lipid-binding; contains an element within the regulatory domain involved in both silencing and activation of enzymatic activity [Source:SGD;Acc:S000003434]",-1
YAR033W,YAR033W_mRNA,188107,188811,MST28,1,protein_coding,"Putative integral membrane protein, involved in vesicle formation; forms complex with Mst27p; member of DUP240 gene family; binds COPI and COPII vesicles; MST28 has a paralog, MST27, that arose from a segmental duplication [Source:SGD;Acc:S000000079]",1
YER031C,YER031C_mRNA,214076,214747,YPT31,1,protein_coding,"Rab family GTPase; involved in the exocytic pathway; mediates intra-Golgi traffic or the budding of post-Golgi vesicles from the trans-Golgi; YPT31 has a paralog, YPT32, that arose from the whole genome duplication; localizes to the transitional and late Golgi [Source:SGD;Acc:S000000833]",-1
YDL175C,YDL175C_mRNA,144484,145518,AIR2,1,protein_coding,"RNA-binding subunit of the TRAMP nuclear RNA surveillance complex; involved in nuclear RNA processing and degradation; involved in TRAMP complex assembly as a bridge between Mtr4p and Trf4p; stimulates the poly(A) polymerase activity of Pap2p in vitro; has 5 zinc knuckle motifs; AIR2 has a paralog, AIR1, that arose from the whole genome duplication; Air2p and Air1p have nonredundant roles in regulation of substrate specificity of the exosome [Source:SGD;Acc:S000002334]",-1
YMR003W,YMR003W_mRNA,273118,273714,AIM34,1,protein_coding,Protein of unknown function; GFP-fusion protein localizes to the mitochondria; null mutant is viable and displays reduced frequency of mitochondrial genome loss [Source:SGD;Acc:S000004605],1
YGL181W,YGL181W_mRNA,157906,159096,GTS1,1,protein_coding,"Protein involved in Arf3p regulation and in transcription regulation; localizes to the nucleus and to endocytic patches; contains an N-terminal Zn-finger and ArfGAP homology domain, a C-terminal glutamine-rich region, and a UBA (ubiquitin associated) domain; gts1 mutations affect budding, cell size, heat tolerance, sporulation, life span, ultradian rhythms, endocytosis; expression oscillates in a pattern similar to metabolic oscillations [Source:SGD;Acc:S000003149]",1
YER050C,YER050C_mRNA,253971,254387,RSM18,1,protein_coding,Mitochondrial ribosomal protein of the small subunit; has similarity to E. coli S18 ribosomal protein [Source:SGD;Acc:S000000852],-1
YLR175W,YLR175W_mRNA,506134,507585,CBF5,1,protein_coding,"Pseudouridine synthase catalytic subunit of box H/ACA snoRNPs; acts on large and small rRNAs, on snRNA U2, and on some mRNAs; mutations in human ortholog dyskerin cause the disorder dyskeratosis congenita; small nucleolar ribonucleoprotein particles are also known as snoRNPs [Source:SGD;Acc:S000004165]",1
YDR037W,YDR037W_mRNA,525440,527215,KRS1,1,protein_coding,Lysyl-tRNA synthetase [Source:SGD;Acc:S000002444],1
YDR151C,YDR151C_mRNA,764178,765155,CTH1,1,protein_coding,"Member of the CCCH zinc finger family; similar to mammalian Tis11 protein, which activates transcription and also has a role in mRNA degradation; may function with Tis11p in iron homeostasis; CTH1 has a paralog, TIS11, that arose from the whole genome duplication [Source:SGD;Acc:S000002558]",-1
YGR116W,YGR116W_mRNA,720409,724764,SPT6,1,protein_coding,"Nucleosome remodeling protein; functions in various aspects of transcription, chromatin maintenance, and RNA processing; required for the maintenance of chromatin structure during transcription in order to inhibit transcription from promoters within the coding region; required for H3K36 trimethylation but not dimethylation by Set2p [Source:SGD;Acc:S000003348]",1
YML081W,YML081W_mRNA,104777,108532,TDA9,1,protein_coding,"Transcription factor that regulates acetate production; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; null mutant is sensitive to expression of the top1-T722A allele; not an essential gene; TDA9 has a paralog, RSF2, that arose from the whole genome duplication [Source:SGD;Acc:S000004546]",1
YGR180C,YGR180C_mRNA,855264,856301,RNR4,1,protein_coding,"Ribonucleotide-diphosphate reductase (RNR) small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits; relocalizes from nucleus to cytoplasm upon DNA replication stress; RNR4 has a paralog, RNR2, that arose from the whole genome duplication [Source:SGD;Acc:S000003412]",-1
snR4,snR4_snoRNA,424698,424883,,1,snoRNA,C/D box small nucleolar RNA (snoRNA) but not shown to be active; no target site is predicted within the ribosomal RNAs [Source:SGD;Acc:S000006493],1
YNL056W,YNL056W_mRNA,517249,517842,OCA2,1,protein_coding,Protein of unknown function; similar to predicted tyrosine phosphatases Oca1p and Siw14p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YNL056W is not an essential gene [Source:SGD;Acc:S000005001],1
YDR004W,YDR004W_mRNA,455201,456583,RAD57,1,protein_coding,Protein that stimulates strand exchange; stimulates strand exchange by stabilizing the binding of Rad51p to single-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; forms heterodimer with Rad55p [Source:SGD;Acc:S000002411],1
YHR027C,YHR027C_mRNA,161730,164711,RPN1,1,protein_coding,"Non-ATPase base subunit of the 19S RP of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain, a site for protein-protein interactions; RP is the acronym for regulatory particle [Source:SGD;Acc:S000001069]",-1
YER155C,YER155C_mRNA,476345,482848,BEM2,1,protein_coding,Rho GTPase activating protein (RhoGAP); involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence; potential GAP for Rho4p [Source:SGD;Acc:S000000957],-1
YBR297W,YBR297W_mRNA,800523,801929,MAL33,1,protein_coding,MAL-activator protein; part of complex locus MAL3; nonfunctional in genomic reference strain S288C [Source:SGD;Acc:S000000501],1
YJR117W,YJR117W_mRNA,642007,643368,STE24,1,protein_coding,"Highly conserved zinc metalloprotease; functions in two steps of a-factor maturation, C-terminal CAAX proteolysis and the first step of N-terminal proteolytic processing; cleaves both isoprenylated and non-prenylated oligopeptides; contains multiple transmembrane spans; human homolog ZMPSTE24 implicated in mandibuloacral dysplasia (MAD), and can complement yeast null mutant [Source:SGD;Acc:S000003878]",1
YNL022C,YNL022C_mRNA,591427,592899,RCM1,1,protein_coding,"rRNA m5C methyltransferase; methylates cytosine at position 2278 of 25S rRNA while Nop2p methylates cytosine at position 2870; contains seven beta-strand methyltransferase motif; localized to the nucleolus; interacts with Trm112p; homolog of NSUN5A, a human gene which is deleted in Williams-Beuren Syndrome [Source:SGD;Acc:S000004967]",-1
YML032C,YML032C_mRNA,212515,213930,RAD52,1,protein_coding,Protein that stimulates strand exchange; stimulates strand exchange by facilitating Rad51p binding to single-stranded DNA; anneals complementary single-stranded DNA; involved in the repair of double-strand breaks in DNA during vegetative growth and meiosis and UV induced sister chromatid recombination [Source:SGD;Acc:S000004494],-1
YOR192C,YOR192C_mRNA,698768,700567,THI72,1,protein_coding,Transporter of thiamine or related compound; contributes to uptake of 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine); shares sequence similarity with Thi7p [Source:SGD;Acc:S000005718],-1
RDN58-1,RDN58-1_rRNA,455414,455571,,1,rRNA,5.8S ribosomal RNA (5.8S rRNA); component of the large (60S) ribosomal subunit; encoded in the rDNA repeat (RDN1) as part of the 35S primary transcript; 3' end formation involves processing by the exosome complex while 5' end is generated by Kem1p and Rat1p [Source:SGD;Acc:S000006488],-1
YOR304C-A,YOR304C-A_mRNA,888520,888750,BIL1,1,protein_coding,Protein that binds Bud6p and has a role in actin cable assembly; involved in the Bnr1p-dependent pathway of cable assembly; localizes to bud tip and bud neck [Source:SGD;Acc:S000005830],-1
YBR156C,YBR156C_mRNA,551104,553200,SLI15,1,protein_coding,"Subunit of the conserved chromosomal passenger complex (CPC); complex regulates kinetochore-microtubule attachments, activation of the spindle tension checkpoint, and mitotic spindle disassembly; other complex members are Ipl1p, Bir1p, and Nbl1p [Source:SGD;Acc:S000000360]",-1
YGL187C,YGL187C_mRNA,149704,150171,COX4,1,protein_coding,Subunit IV of cytochrome c oxidase; the terminal member of the mitochondrial inner membrane electron transport chain; precursor N-terminal 25 residues are cleaved during mitochondrial import; phosphorylated; spermidine enhances translation [Source:SGD;Acc:S000003155],-1
YLR066W,YLR066W_mRNA,267169,267723,SPC3,1,protein_coding,"Subunit of signal peptidase complex; complex catalyzes cleavage of N-terminal signal sequences of proteins targeted to the secretory pathway; homologous to mammalian SPC22/23; other members of the complex are Spc1p, Spc2p, and Sec11p [Source:SGD;Acc:S000004056]",1
YDL166C,YDL166C_mRNA,163449,164042,FAP7,1,protein_coding,"Essential NTPase required for small ribosome subunit synthesis; mediates processing of the 20S pre-rRNA at site D in the cytoplasm but associates only transiently with 43S preribosomes via Rps14p; complex with Rps14 is conserved between humans, yeast, and arches; may be the endonuclease for site D; depletion leads to accumulation of pre-40S ribosomes in 80S-like ribosomes; human TAF9 functionally complements the lethality of the null mutation [Source:SGD;Acc:S000002325]",-1
YKR097W,YKR097W_mRNA,631152,632801,PCK1,1,protein_coding,"Phosphoenolpyruvate carboxykinase; key enzyme in gluconeogenesis, catalyzes early reaction in carbohydrate biosynthesis, glucose represses transcription and accelerates mRNA degradation, regulated by Mcm1p and Cat8p, located in the cytosol [Source:SGD;Acc:S000001805]",1
YOR145C,YOR145C_mRNA,605347,606171,PNO1,1,protein_coding,"Essential nucleolar protein required for pre-18S rRNA processing; interacts with Dim1p, an 18S rRNA dimethyltransferase, and also with Nob1p, which is involved in proteasome biogenesis; contains a KH domain [Source:SGD;Acc:S000005671]",-1
YOL067C,YOL067C_mRNA,201985,202518,RTG1,1,protein_coding,"Transcription factor (bHLH) involved in interorganelle communication; contributes to communication between mitochondria, peroxisomes, and nucleus; target of Hog1p; activated in stochastic pulses of nuclear localization [Source:SGD;Acc:S000005428]",-1
YDR063W,YDR063W_mRNA,578663,579112,AIM7,1,protein_coding,Protein that interacts with Arp2/3 complex; interacts with Arp2/3 complex to stimulate actin filament debranching and inhibit actin nucleation; has similarity to Cof1p and also to human glia maturation factor (GMF); null mutant displays elevated mitochondrial genome loss [Source:SGD;Acc:S000002470],1
YIL112W,YIL112W_mRNA,151595,154846,HOS4,1,protein_coding,Subunit of the Set3 complex; complex is a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; potential Cdc28p substrate [Source:SGD;Acc:S000001374],1
YNL042W,YNL042W_mRNA,548100,549290,BOP3,1,protein_coding,Protein of unknown function; potential Cdc28p substrate; overproduction confers resistance to methylmercury [Source:SGD;Acc:S000004987],1
YNL175C,YNL175C_mRNA,307401,308612,NOP13,1,protein_coding,Nucleolar protein found in preribosomal complexes; contains an RNA recognition motif (RRM); relative distribution to the nucleolus increases upon DNA replication stress [Source:SGD;Acc:S000005119],-1
YBR162W-A,YBR162W-A_mRNA,565231,565428,YSY6,1,protein_coding,Protein of unknown function; expression suppresses a secretory pathway mutation in E. coli; has similarity to the mammalian RAMP4 protein involved in secretion [Source:SGD;Acc:S000002158],1
YGL057C,YGL057C_mRNA,394966,395829,GEP7,1,protein_coding,"Protein of unknown function; null mutant exhibits a respiratory growth defect and synthetic interactions with prohibitin (phb1) and gem1; authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies [Source:SGD;Acc:S000003025]",-1
YGL244W,YGL244W_mRNA,41498,43174,RTF1,1,protein_coding,"Subunit of RNAPII-associated chromatin remodeling Paf1 complex; regulates gene expression by directing cotranscriptional histone modification, influences transcription and chromatin structure through several independent functional domains; directly or indirectly regulates DNA-binding properties of Spt15p and relative activities of different TATA elements; involved in transcription elongation as demonstrated by the G-less-based run-on (GLRO) assay [Source:SGD;Acc:S000003213]",1
YOR116C,YOR116C_mRNA,539763,544145,RPO31,1,protein_coding,RNA polymerase III largest subunit C160; part of core enzyme; similar to bacterial beta-prime subunit and to RPA190 and RPO21 [Source:SGD;Acc:S000005642],-1
YOL070C,YOL070C_mRNA,197220,198725,NBA1,1,protein_coding,"Protein of unknown function; localizes to the bud neck and cytoplasm; interacts with Nap1p; may interact with ribosomes, based on co-purification experiments; potential Cdc28p substrate [Source:SGD;Acc:S000005431]",-1
YMR126C,YMR126C_mRNA,520761,521789,DLT1,1,protein_coding,Protein of unknown function; mutant sensitive to 6-azauracil (6AU) and mycophenolic acid (MPA) [Source:SGD;Acc:S000004733],-1
YOL033W,YOL033W_mRNA,263475,265085,MSE1,1,protein_coding,Mitochondrial glutamyl-tRNA synthetase; predicted to be palmitoylated [Source:SGD;Acc:S000005393],1
RDN25-2,RDN25-2_rRNA,460923,464318,,1,rRNA,25S ribosomal RNA (25S rRNA); component of the large (60S) ribosomal subunit; encoded in the rDNA repeat (RDN1) as part of the 35S primary transcript; formed by endonucleolytic cleavage at the C2 site of internal transcribed spacer 2 (ITS2) [Source:SGD;Acc:S000006485],-1
YOR033C,YOR033C_mRNA,392416,394524,EXO1,1,protein_coding,"5'-3' exonuclease and flap-endonuclease; involved in recombination, double-strand break repair, MMS2 error-free branch of the post replication (PRR) pathway and DNA mismatch repair; role in telomere maintenance; member of the Rad2p nuclease family, with conserved N and I nuclease domains; relative distribution to the nucleus increases upon DNA replication stress; EXO1 has a paralog, DIN7, that arose from the whole genome duplication [Source:SGD;Acc:S000005559]",-1
YNL265C,YNL265C_mRNA,144280,145281,IST1,1,protein_coding,Protein with positive role in the multivesicular body sorting pathway; functions and forms a complex with Did2p; recruitment to endosomes is mediated by the Vps2p-Vps24p subcomplex of ESCRT-III; also interacts with Vps4p [Source:SGD;Acc:S000005209],-1
YMR179W,YMR179W_mRNA,619858,622134,SPT21,1,protein_coding,"Protein with a role in transcriptional silencing; required for normal transcription at several loci including HTA2-HTB2 and HHF2-HHT2, but not required at the other histone loci; functionally related to Spt10p; localizes to nuclear foci that become diffuse upon DNA replication stress [Source:SGD;Acc:S000004791]",1
YMR067C,YMR067C_mRNA,404323,405573,UBX4,1,protein_coding,UBX domain-containing protein that interacts with Cdc48p; involved in degradation of polyubiquitinated proteins via the ERAD (ER-associated degradation) pathway; modulates the Cdc48p-Nplp-Ufd1p AAA ATPase complex during its role in delivery of misfolded proteins to the proteasome; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000004671],-1
YPL272C,YPL272C_mRNA,26611,28164,PBI1,1,protein_coding,Putative protein of unknown function; gene expression induced in response to ketoconazole; YPL272C is not an essential gene [Source:SGD;Acc:S000006193],-1
YKL108W,YKL108W_mRNA,234426,235787,SLD2,1,protein_coding,"Single-stranded DNA origin-binding and annealing protein; required for initiation of DNA replication; phosphorylated in S phase by cyclin-dependent kinases (Cdks), promoting origin binding, DNA replication and Dpb11p complex formation; component of the preloading complex; binds the Mcm2-7p complex to prevent inappropriate Mcm2-7p interaction with the GINS complex in G1; required for S phase checkpoint; relative distribution to the nucleus increases upon DNA replication stress [Source:SGD;Acc:S000001591]",1
YDR032C,YDR032C_mRNA,504099,504695,PST2,1,protein_coding,"Protein with similarity to a family of flavodoxin-like proteins; induced by oxidative stress in a Yap1p dependent manner; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress; PST2 has a paralog, RFS1, that arose from the whole genome duplication [Source:SGD;Acc:S000002439]",-1
YLL018C-A,YLL018C-A_mRNA,108676,108972,COX19,1,protein_coding,Protein required for cytochrome c oxidase assembly; located in the cytosol and mitochondrial intermembrane space; putative copper metallochaperone that delivers copper to cytochrome c oxidase; contains twin cysteine-x9-cysteine motifs [Source:SGD;Acc:S000007245],-1
YNL131W,YNL131W_mRNA,378767,379225,TOM22,1,protein_coding,Component of the TOM (Translocase of Outer Membrane) complex; responsible for initial import of mitochondrially directed proteins; mediates interaction between TOM and TIM complexes and acts as a receptor for precursor proteins [Source:SGD;Acc:S000005075],1
YNL307C,YNL307C_mRNA,56446,57573,MCK1,1,protein_coding,"Dual-specificity ser/thr and tyrosine protein kinase; roles in chromosome segregation, meiotic entry, genome stability, phosphorylation-dependent protein degradation (Rcn1p and Cdc6p), inhibition of protein kinase A, transcriptional regulation, inhibition of RNA pol III, calcium stress and inhibition of Clb2p-Cdc28p after nuclear division; MCK1 has a paralog, YGK3, that arose from the whole genome duplication [Source:SGD;Acc:S000005251]",-1
YLR092W,YLR092W_mRNA,323544,326225,SUL2,1,protein_coding,"High affinity sulfate permease; sulfate uptake is mediated by specific sulfate transporters Sul1p and Sul2p, which control the concentration of endogenous activated sulfate intermediates [Source:SGD;Acc:S000004082]",1
YGR287C,YGR287C_mRNA,1067222,1068991,IMA1,1,protein_coding,"Major isomaltase (alpha-1,6-glucosidase/alpha-methylglucosidase); required for isomaltose utilization; preferred specificity for isomaltose, alpha-methylglucoside, and palatinose, but also exhibits alpha-1,2 glucosidase activity on sucrose and kojibiose, and can cleave the 1,3-alpha linkage of nigerose and turanose and the alpha-1,5 linkage of leucrose in vitro; member of the IMA isomaltase family [Source:SGD;Acc:S000003519]",-1
YIR012W,YIR012W_mRNA,378486,379781,SQT1,1,protein_coding,Specific chaperone for ribosomal protein Rpl10p; binds nascent Rpl10p during translation; contains multiple WD repeats; interacts with Qsr1p in a two-hybrid assay; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000001451],1
YKL009W,YKL009W_mRNA,426242,426952,MRT4,1,protein_coding,Protein involved in mRNA turnover and ribosome assembly; required at post-transcriptional step for efficient retrotransposition; localizes to the nucleolus [Source:SGD;Acc:S000001492],1
YOR324C,YOR324C_mRNA,923232,925040,FRT1,1,protein_coding,"Tail-anchored ER membrane protein of unknown function; substrate of the phosphatase calcineurin; interacts with homolog Frt2p; promotes cell growth in stress conditions, possibly via a role in posttranslational translocation; FRT1 has a paralog, FRT2, that arose from the whole genome duplication [Source:SGD;Acc:S000005851]",-1
YOR006C,YOR006C_mRNA,337680,338621,TSR3,1,protein_coding,Protein required for 20S pre-rRNA processing; involved in processing of the 20S pre-rRNA at site D to generate mature 18S rRNA; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus; relative distribution to the nucleus increases upon DNA replication stress [Source:SGD;Acc:S000005532],-1
YDL143W,YDL143W_mRNA,199996,201582,CCT4,1,protein_coding,"Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo [Source:SGD;Acc:S000002302]",1
YIL156W,YIL156W_mRNA,48091,51306,UBP7,1,protein_coding,"Ubiquitin-specific protease that cleaves ubiquitin-protein fusions; UBP7 has a paralog, UBP11, that arose from the whole genome duplication [Source:SGD;Acc:S000001418]",1
YOR166C,YOR166C_mRNA,647126,648502,SWT1,1,protein_coding,"RNA endoribonuclease involved in perinuclear mRNP quality control; involved in perinuclear mRNP quality control via the turnover of aberrant, unprocessed pre-mRNAs; interacts with subunits of THO/TREX, TREX-2, and RNA polymerase II; contains a PIN (PilT N terminus) domain [Source:SGD;Acc:S000005692]",-1
YOR177C,YOR177C_mRNA,665785,667179,MPC54,1,protein_coding,Component of the meiotic outer plaque; a membrane-organizing center which is assembled on the cytoplasmic face of the spindle pole body during meiosis II and triggers the formation of the prospore membrane; potential Cdc28p substrate [Source:SGD;Acc:S000005703],-1
YMR150C,YMR150C_mRNA,561956,562528,IMP1,1,protein_coding,Catalytic subunit of mitochondrial inner membrane peptidase complex; required for maturation of mitochondrial proteins of the intermembrane space; complex contains two catalytic subunits (Imp1p and Imp2p that differ in substrate specificty) and Som1p [Source:SGD;Acc:S000004758],-1
YBR256C,YBR256C_mRNA,727386,728102,RIB5,1,protein_coding,Riboflavin synthase; catalyzes the last step of the riboflavin biosynthesis pathway [Source:SGD;Acc:S000000460],-1
YDR071C,YDR071C_mRNA,588827,589402,PAA1,1,protein_coding,"Polyamine acetyltransferase; acetylates polyamines (e.g. putrescine, spermidine, spermine) and also aralkylamines (e.g. tryptamine, phenylethylamine); may be involved in transcription and/or DNA replication [Source:SGD;Acc:S000002478]",-1
YDR093W,YDR093W_mRNA,631282,636120,DNF2,1,protein_coding,"Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation, contributing to endocytosis, protein transport, and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF2 has a paralog, DNF1, that arose from the whole genome duplication [Source:SGD;Acc:S000002500]",1
